0.016666667,5.173461503
0.033333333,14.97386106
0.05,25.03444503
0.066666667,33.62970942
0.083333333,40.58960498
0.1,46.12335513
0.116666667,50.49688889
0.133333333,53.95044119
0.15,56.68159971
0.166666667,58.84772616
0.183333333,60.57197483
0.2,61.95036477
0.216666667,63.05737494
0.233333333,63.95091117
0.25,64.6760433
0.266666667,65.26790705
0.283333333,65.75392103
0.3,66.15557711
0.316666667,66.48977555
0.333333333,66.76985157
0.35,67.00635779
0.366666667,67.20764963
0.383333333,67.38038524
0.4,67.52987844
0.416666667,67.66040386
0.433333333,67.77541166
0.45,67.87774404
0.466666667,67.96970848
0.483333333,68.05296186
0.5,68.12921554
0.516666667,68.19971757
0.533333333,68.2654484
0.55,68.32719122
0.566666667,68.38555974
0.583333333,68.44103576
0.6,68.49401121
0.616666667,68.54481023
0.633333333,68.59370115
0.65,68.6408951
0.666666667,68.68655041
0.683333333,68.7307943
0.7,68.77373883
0.716666667,68.81548584
0.733333333,68.85612634
0.75,68.89574156
0.766666667,68.93440517
0.783333333,68.97218448
0.8,69.00914179
0.816666667,69.0453339
0.833333333,69.08081036
0.85,69.11561643
0.866666667,69.1497939
0.883333333,69.18338408
0.9,69.21642874
0.916666667,69.24896542
0.933333333,69.28102368
0.95,69.31261515
0.966666667,69.34378339
0.983333333,69.37455573
1,69.40495788
1.016666667,69.43501852
1.033333333,69.46476957
1.05,69.49424402
1.066666667,69.5234751
1.083333333,69.55249749
1.1,69.5813449
1.116666667,69.61005102
1.133333333,69.63865224
1.15,69.66718782
1.166666667,69.69569879
1.183333333,69.72422949
1.2,69.75282831
1.216666667,69.78154824
1.233333333,69.81044859
1.25,69.83959549
1.266666667,69.86906188
1.283333333,69.89893039
1.3,69.92929149
1.316666667,69.96023839
1.333333333,69.9918756
1.35,70.02432912
1.366666667,70.05774531
1.383333333,70.09228845
1.4,70.12815149
1.416666667,70.16557763
1.433333333,70.20478305
1.45,70.24607875
1.466666667,70.28986312
1.483333333,70.33663183
1.5,70.38698995
1.516666667,70.44166149
1.533333333,70.50150636
1.55,70.56754055
1.566666667,70.64096648
1.583333333,70.72322673
1.6,70.81608295
1.616666667,70.9216793
1.633333333,71.04255748
1.65,71.18163405
1.666666667,71.34210276
1.683333333,71.52730361
1.7,71.74061934
1.716666667,71.98538643
1.733333333,72.2648536
1.75,72.58211237
1.766666667,72.93996261
1.783333333,73.34063797
1.8,73.78547485
1.816666667,74.27465278
